episode,episode_reward,win,avg_loss_window
122.0,-30.0,0.0,4.4852829575538635
123.0,-29.0,0.0,4.38371571302414
124.0,-30.0,0.0,4.235593140125275
125.0,-30.0,0.0,4.2843550682067875
126.0,-14.0,0.0,4.1095452308654785
127.0,-20.0,0.0,4.0361223220825195
128.0,-2.0,1.0,4.1778682470321655
129.0,-30.0,0.0,4.009252667427063
130.0,10.0,1.0,3.907010722160339
131.0,-30.0,0.0,4.0017647504806515
132.0,-30.0,0.0,4.098274290561676
133.0,-30.0,0.0,3.822164994478226
134.0,-30.0,0.0,3.913733106851578
135.0,-30.0,0.0,3.846021431684494
136.0,10.0,1.0,3.86985267996788
137.0,-30.0,0.0,3.9747675359249115
138.0,-30.0,0.0,3.879051595926285
139.0,-30.0,0.0,3.8437581241130827
140.0,-30.0,0.0,3.743841975927353
141.0,-30.0,0.0,3.899576908349991
142.0,-30.0,0.0,3.9206724226474763
143.0,-30.0,0.0,3.9920993387699126
144.0,10.0,1.0,4.0339954674243925
145.0,-30.0,0.0,3.865306669473648
146.0,-30.0,0.0,3.9632825911045075
147.0,-30.0,0.0,3.955479937791824
148.0,-30.0,0.0,3.7410079061985018
149.0,10.0,1.0,3.7629843294620513
150.0,-30.0,0.0,3.668657749891281
151.0,-30.0,0.0,3.5322570860385896
152.0,-30.0,0.0,3.548779457807541
153.0,-30.0,0.0,3.7450074672698976
154.0,-30.0,0.0,3.691390609741211
155.0,-12.0,0.0,3.7197774052619934
156.0,-30.0,0.0,3.6575108408927917
157.0,-30.0,0.0,3.517775332927704
158.0,9.0,1.0,3.4673303723335267
159.0,-30.0,0.0,3.608723020553589
160.0,-30.0,0.0,3.6039496541023253
161.0,-30.0,0.0,3.5969808220863344
162.0,-30.0,0.0,3.6502460718154905
163.0,-30.0,0.0,3.6651498079299927
164.0,-30.0,0.0,3.7513580083847047
165.0,-30.0,0.0,3.817133867740631
166.0,-30.0,0.0,3.809459912776947
167.0,-30.0,0.0,3.791077971458435
168.0,-30.0,0.0,3.9274073362350466
169.0,10.0,1.0,3.8970972299575806
170.0,-30.0,0.0,3.8285984992980957
171.0,-30.0,0.0,4.020421469211579
172.0,-30.0,0.0,4.144527804851532
173.0,10.0,1.0,4.19497846364975
174.0,-30.0,0.0,4.446344101428986
175.0,-30.0,0.0,4.398846757411957
176.0,-30.0,0.0,4.528549945354461
177.0,4.0,1.0,4.713019335269928
178.0,8.0,1.0,4.987493348121643
179.0,-30.0,0.0,5.05291223526001
180.0,-30.0,0.0,5.272110712528229
181.0,10.0,1.0,5.128274023532867
182.0,8.0,1.0,5.103945457935334
183.0,-30.0,0.0,5.000006973743439
184.0,-30.0,0.0,4.868090665340423
185.0,-30.0,0.0,4.842020213603973
186.0,-30.0,0.0,4.779429817199707
187.0,-30.0,0.0,4.67588443160057
188.0,-30.0,0.0,4.650653427839279
189.0,-30.0,0.0,4.863535159826279
190.0,-30.0,0.0,5.037726265192032
191.0,-30.0,0.0,4.984201484918595
192.0,-22.0,0.0,5.0185175240039825
193.0,7.0,1.0,5.134649258852005
194.0,-30.0,0.0,4.665336883068084
195.0,-30.0,0.0,4.609443962574005
196.0,10.0,1.0,4.542961251735687
197.0,-30.0,0.0,4.548864614963532
198.0,-30.0,0.0,4.482046115398407
199.0,-12.0,1.0,4.364170777797699
200.0,-30.0,0.0,4.216310465335846
201.0,-30.0,0.0,4.305402910709381
202.0,6.0,1.0,4.375683224201202
203.0,-10.0,0.0,4.357928729057312
204.0,-30.0,0.0,4.396995854377747
205.0,-11.0,0.0,4.7158634781837465
206.0,9.0,1.0,4.868805289268494
207.0,-30.0,0.0,5.139332121610641
208.0,-30.0,0.0,5.331999224424362
209.0,-30.0,0.0,5.074626153707504
210.0,-30.0,0.0,5.141600865125656
211.0,-30.0,0.0,5.217437118291855
212.0,-30.0,0.0,4.957726866006851
213.0,-30.0,0.0,4.76216636300087
214.0,-30.0,0.0,4.856391358375549
215.0,-30.0,0.0,4.951254868507386
216.0,-30.0,0.0,5.036856675148011
217.0,-30.0,0.0,4.7687101542949675
218.0,9.0,1.0,4.665494984388351
219.0,-30.0,0.0,4.627823978662491
220.0,-30.0,0.0,4.6037210643291475
221.0,10.0,1.0,4.631728810071945
222.0,10.0,1.0,4.515983861684799
223.0,-30.0,0.0,4.678019338846207
224.0,-30.0,0.0,4.645770794153213
225.0,-12.0,0.0,4.5692241251468655
226.0,-30.0,0.0,4.366583847999573
227.0,-30.0,0.0,4.132729852199555
228.0,-13.0,0.0,4.161899292469025
229.0,10.0,1.0,4.356403243541718
230.0,-30.0,0.0,4.178148400783539
231.0,-30.0,0.0,3.9162054538726805
232.0,-30.0,0.0,3.892499494552612
233.0,-20.0,0.0,3.8099463105201723
234.0,-30.0,0.0,3.7872548699378967
235.0,-30.0,0.0,3.6876413226127625
236.0,-30.0,0.0,3.5769875049591064
237.0,10.0,1.0,3.770227986574173
238.0,-30.0,0.0,3.8386960327625275
239.0,-30.0,0.0,3.884936398267746
240.0,-30.0,0.0,3.7950391709804534
241.0,10.0,1.0,3.6964042842388154
242.0,-30.0,0.0,3.682849997282028
243.0,-30.0,0.0,3.5599688231945037
244.0,-18.0,0.0,3.581865042448044
245.0,-30.0,0.0,3.5349760711193086
246.0,-30.0,0.0,3.6670660734176637
247.0,-30.0,0.0,3.6581541538238525
248.0,-30.0,0.0,3.707936000823975
249.0,6.0,1.0,3.614953708648682
250.0,-30.0,0.0,3.7707720518112184
251.0,-30.0,0.0,3.936974036693573
252.0,-10.0,0.0,3.9663306713104247
253.0,-30.0,0.0,3.9939552664756777
254.0,-12.0,0.0,4.191228592395783
255.0,-30.0,0.0,4.297651445865631
256.0,-30.0,0.0,4.4019372940063475
257.0,-30.0,0.0,4.28487743139267
258.0,-10.0,0.0,4.255530059337616
259.0,-30.0,0.0,4.117705845832825
260.0,4.0,1.0,4.299923121929169
261.0,-30.0,0.0,4.238550961017609
262.0,-30.0,0.0,4.427423655986786
263.0,-30.0,0.0,4.427544176578522
264.0,-30.0,0.0,4.462562227249146
265.0,-30.0,0.0,4.446333980560302
266.0,-30.0,0.0,4.446476984024048
267.0,-30.0,0.0,4.44479740858078
268.0,-30.0,0.0,4.28552542924881
269.0,-30.0,0.0,4.238402760028839
270.0,-30.0,0.0,4.045998847484588
271.0,-30.0,0.0,3.987215530872345
272.0,-30.0,0.0,4.261088001728058
273.0,-30.0,0.0,4.2635144829750065
274.0,-30.0,0.0,4.134484302997589
275.0,-30.0,0.0,4.034314262866974
276.0,-30.0,0.0,4.129892027378082
277.0,-30.0,0.0,4.2102138757705685
278.0,-30.0,0.0,4.131158030033111
279.0,-30.0,0.0,4.094631731510162
280.0,-30.0,0.0,4.020829665660858
281.0,-30.0,0.0,4.242368352413178
282.0,9.0,1.0,4.263037860393524
283.0,-30.0,0.0,4.31706269979477
284.0,-30.0,0.0,4.490790367126465
285.0,9.0,1.0,4.536122107505799
286.0,-30.0,0.0,4.620867919921875
287.0,-30.0,0.0,4.646686267852783
288.0,10.0,1.0,4.498193454742432
289.0,-30.0,0.0,4.4713553309440615
290.0,-30.0,0.0,4.641592466831208
291.0,-24.0,0.0,4.7316599726676944
292.0,-30.0,0.0,4.570950925350189
293.0,7.0,1.0,4.69208654165268
294.0,-30.0,0.0,4.69452794790268
295.0,-30.0,0.0,4.706269252300262
296.0,-30.0,0.0,4.39982578754425
297.0,-30.0,0.0,4.478389096260071
298.0,10.0,1.0,4.663852322101593
299.0,-30.0,0.0,4.697786128520965
300.0,-30.0,0.0,4.775040566921234
301.0,-30.0,0.0,4.742768132686615
302.0,-30.0,0.0,4.790343821048737
303.0,-30.0,0.0,4.673804080486297
304.0,-30.0,0.0,4.551254284381867
305.0,-30.0,0.0,4.37528805732727
306.0,-30.0,0.0,4.365193700790405
307.0,-30.0,0.0,4.4741131067276
308.0,10.0,1.0,4.772581720352173
309.0,-30.0,0.0,4.983244383335114
310.0,-30.0,0.0,4.978584063053131
311.0,5.0,1.0,4.992981684207916
312.0,10.0,1.0,5.006788527965545
313.0,-30.0,0.0,4.95717886686325
314.0,-30.0,0.0,5.092209351062775
315.0,-30.0,0.0,5.139259576797485
316.0,-30.0,0.0,5.2435742020606995
317.0,-30.0,0.0,5.010226356983185
318.0,10.0,1.0,4.816229784488678
319.0,-30.0,0.0,4.89564059972763
320.0,-30.0,0.0,4.990695059299469
321.0,-30.0,0.0,4.979718792438507
322.0,-30.0,0.0,4.7659758687019345
323.0,10.0,1.0,4.853897607326507
324.0,-30.0,0.0,4.840740048885346
325.0,2.0,1.0,5.048329758644104
326.0,5.0,1.0,5.0723306894302365
327.0,-30.0,0.0,4.977219545841217
328.0,10.0,1.0,4.692887413501739
329.0,7.0,1.0,4.503945326805114
330.0,-30.0,0.0,4.44350311756134
331.0,-30.0,0.0,4.595171046257019
332.0,-30.0,0.0,4.555620741844177
333.0,-30.0,0.0,4.600785088539124
334.0,-30.0,0.0,4.514137077331543
335.0,-30.0,0.0,4.473228633403778
336.0,-30.0,0.0,4.424747383594513
337.0,-30.0,0.0,4.396733510494232
338.0,-30.0,0.0,4.48433884382248
339.0,-30.0,0.0,4.61599292755127
340.0,10.0,1.0,4.599246859550476
341.0,-30.0,0.0,4.509676241874695
342.0,-30.0,0.0,4.508585345745087
343.0,-30.0,0.0,4.642066037654876
344.0,-10.0,0.0,4.7808075785636905
345.0,-30.0,0.0,4.622076070308685
346.0,-30.0,0.0,4.69337431192398
347.0,10.0,1.0,4.81655650138855
348.0,-11.0,0.0,4.7493980646133425
349.0,-30.0,0.0,4.761379754543304
350.0,-30.0,0.0,4.7881798386573795
351.0,-30.0,0.0,4.459290671348572
352.0,-30.0,0.0,4.608653545379639
353.0,-30.0,0.0,4.434468364715576
354.0,-30.0,0.0,4.6332683086395265
355.0,-30.0,0.0,4.661564493179322
356.0,-30.0,0.0,4.812111735343933
357.0,9.0,1.0,4.831244790554047
358.0,-30.0,0.0,4.813258421421051
359.0,9.0,1.0,4.620766651630402
360.0,-30.0,0.0,4.336504542827607
361.0,10.0,1.0,4.280497562885285
362.0,-30.0,0.0,4.329165530204773
363.0,10.0,1.0,4.064767873287201
364.0,-30.0,0.0,4.0551805853843685
365.0,-30.0,0.0,3.93536958694458
366.0,-11.0,0.0,3.6224655508995056
367.0,-13.0,0.0,3.674173128604889
368.0,-30.0,0.0,3.6785462141036986
369.0,-10.0,0.0,3.763860297203064
370.0,-30.0,0.0,3.6552544236183167
371.0,9.0,1.0,3.618612951040268
372.0,10.0,1.0,3.4382815420627595
373.0,-14.0,0.0,3.407995569705963
374.0,-30.0,0.0,3.1926751017570494
375.0,-30.0,0.0,3.124053978919983
376.0,-30.0,0.0,2.951098453998566
377.0,-30.0,0.0,3.20814311504364
378.0,-10.0,0.0,3.098163366317749
379.0,-30.0,0.0,3.345310688018799
380.0,10.0,1.0,3.544696068763733
381.0,-30.0,0.0,3.549553370475769
382.0,-30.0,0.0,3.5156432032585143
383.0,8.0,1.0,3.5722329378128053
384.0,-30.0,0.0,3.4288906931877134
385.0,10.0,1.0,3.5396878004074095
386.0,10.0,1.0,3.62947541475296
387.0,-30.0,0.0,3.4850669860839845
388.0,-30.0,0.0,3.511796474456787
389.0,-30.0,0.0,3.6179160833358766
390.0,8.0,1.0,3.779788839817047
391.0,-30.0,0.0,3.9272805869579317
392.0,-30.0,0.0,3.910138374567032
393.0,-30.0,0.0,4.118094825744629
394.0,-30.0,0.0,4.123612952232361
395.0,-30.0,0.0,4.134949886798859
396.0,10.0,1.0,4.238121080398559
397.0,9.0,1.0,4.015248656272888
398.0,-30.0,0.0,4.19885618686676
399.0,-30.0,0.0,4.055075716972351
400.0,-30.0,0.0,4.065441823005676
401.0,10.0,1.0,3.9650245547294616
402.0,-30.0,0.0,4.171385860443115
403.0,-30.0,0.0,4.450626087188721
404.0,-30.0,0.0,4.515274155139923
405.0,-30.0,0.0,4.532915413379669
406.0,-30.0,0.0,4.474466407299042
407.0,6.0,1.0,4.382620346546173
408.0,-30.0,0.0,4.439487206935882
409.0,-30.0,0.0,4.40976449251175
410.0,-30.0,0.0,4.441782009601593
411.0,-30.0,0.0,4.3360934376716616
412.0,-10.0,0.0,4.384951055049896
413.0,-30.0,0.0,4.202917444705963
414.0,-30.0,0.0,4.1607868552207945
415.0,-30.0,0.0,4.1788817048072815
416.0,-30.0,0.0,4.209802806377411
417.0,-30.0,0.0,4.298258888721466
418.0,10.0,1.0,4.266294538974762
419.0,-10.0,0.0,4.149928510189056
420.0,-30.0,0.0,4.103489482402802
421.0,-30.0,0.0,4.144551700353622
422.0,-11.0,0.0,4.010538309812546
423.0,-11.0,0.0,3.8563542306423186
424.0,9.0,1.0,3.773257941007614
425.0,-30.0,0.0,3.6710846602916716
426.0,-30.0,0.0,3.901968997716904
427.0,-30.0,0.0,3.9489488661289216
428.0,-30.0,0.0,3.8767496407032014
429.0,-30.0,0.0,3.655888682603836
430.0,9.0,1.0,3.50582669377327
431.0,-30.0,0.0,3.5394316017627716
432.0,-30.0,0.0,3.46498389840126
433.0,-30.0,0.0,3.6044924557209015
434.0,-30.0,0.0,3.621502619981766
435.0,7.0,1.0,3.634827882051468
436.0,-30.0,0.0,3.6326408207416536
437.0,-30.0,0.0,3.5226354539394378
438.0,-30.0,0.0,3.4515670001506806
439.0,-25.0,0.0,3.6261593759059907
440.0,-1.0,1.0,3.529770165681839
441.0,-10.0,0.0,3.518867641687393
442.0,-30.0,0.0,3.5769889891147613
443.0,7.0,1.0,3.42982160449028
444.0,-30.0,0.0,3.4526908814907076
445.0,-10.0,0.0,3.4172825872898103
446.0,-30.0,0.0,3.195117527246475
447.0,-30.0,0.0,3.229545909166336
448.0,10.0,1.0,3.3114735543727876
449.0,-10.0,0.0,3.2788535177707674
450.0,-30.0,0.0,3.287667852640152
451.0,10.0,1.0,3.249617117643356
452.0,-11.0,0.0,3.2965634882450106
453.0,-30.0,0.0,3.269920068979263
454.0,-30.0,0.0,3.33651459813118
455.0,-30.0,0.0,3.4103554785251617
456.0,-30.0,0.0,3.3080120623111724
457.0,9.0,1.0,3.3577330887317656
458.0,-30.0,0.0,3.3004932940006255
459.0,-30.0,0.0,3.1569767534732818
460.0,-30.0,0.0,3.076795095205307
461.0,-30.0,0.0,3.330511689186096
462.0,-30.0,0.0,3.1313079237937926
463.0,-30.0,0.0,3.2388532161712646
464.0,-30.0,0.0,3.205929934978485
465.0,-10.0,0.0,3.217907327413559
466.0,-10.0,0.0,3.248669856786728
467.0,10.0,1.0,3.1645227432250977
468.0,9.0,1.0,3.2163556098937987
469.0,-30.0,0.0,3.34898601770401
470.0,-30.0,0.0,3.4238526463508605
471.0,-30.0,0.0,3.4786924600601195
472.0,-30.0,0.0,3.4512312769889832
473.0,-30.0,0.0,3.3105928778648375
474.0,-30.0,0.0,3.2619409918785096
475.0,-30.0,0.0,3.268625295162201
476.0,10.0,1.0,3.28310889005661
477.0,-30.0,0.0,3.19574898481369
478.0,-30.0,0.0,3.1322351694107056
479.0,10.0,1.0,3.1045809388160706
480.0,10.0,1.0,3.1410371005535125
481.0,-30.0,0.0,2.9126027882099152
482.0,-30.0,0.0,2.943660444021225
483.0,-30.0,0.0,2.901595968008041
484.0,-30.0,0.0,2.928971606492996
485.0,-30.0,0.0,3.1020707726478576
486.0,-30.0,0.0,3.04383926987648
487.0,-30.0,0.0,3.0500112175941467
488.0,-30.0,0.0,2.919749748706818
489.0,-30.0,0.0,2.7943140625953675
490.0,-30.0,0.0,2.706526744365692
491.0,-30.0,0.0,2.750130569934845
492.0,-30.0,0.0,2.7138474345207215
493.0,-30.0,0.0,2.756443965435028
494.0,-30.0,0.0,2.739625036716461
495.0,-30.0,0.0,2.712139976024628
496.0,-30.0,0.0,2.6546311259269713
497.0,-30.0,0.0,2.675982964038849
498.0,-30.0,0.0,2.7076177835464477
499.0,-30.0,0.0,2.718086469173431
500.0,-30.0,0.0,2.7404792964458466
501.0,-30.0,0.0,2.7899755418300627
502.0,10.0,1.0,2.7364962220191957
503.0,10.0,1.0,2.6656417846679688
504.0,10.0,1.0,2.581675374507904
505.0,-30.0,0.0,2.5398860573768616
506.0,-30.0,0.0,2.5421507596969604
507.0,-30.0,0.0,2.63329359292984
508.0,-30.0,0.0,2.65362035036087
509.0,10.0,1.0,2.759285867214203
510.0,10.0,1.0,2.756916511058807
511.0,-30.0,0.0,2.6944390892982484
512.0,10.0,1.0,2.762049925327301
513.0,-30.0,0.0,2.8377281665802
514.0,-10.0,0.0,2.8562438011169435
515.0,-30.0,0.0,2.8650320053100584
516.0,-30.0,0.0,2.8510158598423003
517.0,10.0,1.0,2.9283057153224945
518.0,-30.0,0.0,3.0294278085231783
519.0,-30.0,0.0,2.9705037772655487
520.0,7.0,1.0,3.003140550851822
521.0,-30.0,0.0,3.016206282377243
522.0,-9.0,1.0,3.1231579542160035
523.0,9.0,1.0,3.211315667629242
524.0,-30.0,0.0,3.2128489136695864
525.0,-11.0,0.0,3.1909897923469543
526.0,-30.0,0.0,3.234567624330521
527.0,-30.0,0.0,3.141374760866165
528.0,-30.0,0.0,3.1099057137966155
529.0,-30.0,0.0,2.9572961270809173
530.0,-30.0,0.0,2.9856068551540376
531.0,-16.0,1.0,2.9794824540615084
532.0,10.0,1.0,2.88426952958107
533.0,-30.0,0.0,2.7796317458152773
534.0,-30.0,0.0,2.7056320548057555
535.0,-30.0,0.0,2.5678402841091157
536.0,-30.0,0.0,2.594653582572937
537.0,-30.0,0.0,2.6545592069625856
538.0,-30.0,0.0,2.535721409320831
539.0,-30.0,0.0,2.58873273730278
540.0,-30.0,0.0,2.5492299020290377
541.0,-10.0,0.0,2.4508298993110658
542.0,-30.0,0.0,2.384627330303192
543.0,-30.0,0.0,2.3617862820625306
544.0,10.0,1.0,2.3669941902160643
545.0,-30.0,0.0,2.260934925079346
546.0,-30.0,0.0,2.2333826541900637
547.0,-30.0,0.0,2.3205265283584593
548.0,9.0,1.0,2.338439953327179
549.0,6.0,1.0,2.398165023326874
550.0,-30.0,0.0,2.4579405665397642
551.0,-30.0,0.0,2.424196112155914
552.0,-30.0,0.0,2.508072090148926
553.0,-30.0,0.0,2.5749144852161407
554.0,-30.0,0.0,2.673208695650101
555.0,8.0,1.0,2.677011436223984
556.0,-11.0,0.0,2.712817221879959
557.0,8.0,1.0,2.618975192308426
558.0,-30.0,0.0,2.624478894472122
559.0,-30.0,0.0,2.7144652724266054
560.0,-13.0,0.0,2.8000850796699526
561.0,-30.0,0.0,2.906163161993027
562.0,-30.0,0.0,2.983107680082321
563.0,1.0,1.0,2.957528990507126
564.0,10.0,1.0,2.9094842255115507
565.0,-30.0,0.0,2.9038540422916412
566.0,-30.0,0.0,2.942967599630356
567.0,-30.0,0.0,2.9181550681591033
568.0,10.0,1.0,2.925725597143173
569.0,-30.0,0.0,2.8936971604824064
570.0,-10.0,0.0,2.7220255076885223
571.0,-30.0,0.0,2.7270644843578338
572.0,-10.0,0.0,2.674900549650192
573.0,-30.0,0.0,2.6425701558589934
574.0,-30.0,0.0,2.5460213840007784
575.0,-30.0,0.0,2.699440932273865
576.0,-30.0,0.0,2.588080847263336
577.0,9.0,1.0,2.6714326977729796
578.0,-30.0,0.0,2.706657886505127
579.0,5.0,1.0,2.609883522987366
580.0,-10.0,0.0,2.5978204727172853
581.0,-30.0,0.0,2.640255928039551
582.0,-30.0,0.0,2.616220307350159
583.0,-30.0,0.0,2.556953477859497
584.0,-11.0,0.0,2.6695986866950987
585.0,-30.0,0.0,2.720896065235138
586.0,-30.0,0.0,2.7040069103240967
587.0,3.0,1.0,2.628689634799957
588.0,-30.0,0.0,2.5785836040973664
589.0,-30.0,0.0,2.6084539234638213
590.0,-30.0,0.0,2.7592426598072053
591.0,6.0,1.0,2.796131306886673
592.0,6.0,1.0,2.8662830173969267
593.0,-30.0,0.0,2.7992662131786346
594.0,-30.0,0.0,2.8391033589839934
595.0,-30.0,0.0,2.8883449494838715
596.0,10.0,1.0,3.053739196062088
597.0,-30.0,0.0,3.1565742552280427
598.0,-30.0,0.0,3.1297796428203584
599.0,-12.0,0.0,3.167232996225357
600.0,1.0,1.0,3.1480304062366486
601.0,-30.0,0.0,3.079256922006607
602.0,-30.0,0.0,3.0505005419254303
603.0,-30.0,0.0,3.0222822725772858
604.0,-30.0,0.0,2.940749543905258
605.0,-30.0,0.0,2.9839785397052765
606.0,-30.0,0.0,3.0482384860515594
607.0,-30.0,0.0,3.2074781954288483
608.0,-30.0,0.0,3.272996175289154
609.0,-30.0,0.0,3.262633442878723
610.0,-30.0,0.0,3.1791733264923097
611.0,-12.0,0.0,3.2299577951431275
612.0,-30.0,0.0,3.2147459864616392
613.0,-30.0,0.0,3.423562169075012
614.0,-30.0,0.0,3.4007745742797852
615.0,-30.0,0.0,3.2647508144378663
616.0,-13.0,0.0,3.276701045036316
617.0,-30.0,0.0,3.0952157378196716
618.0,-30.0,0.0,3.1035990834236147
619.0,-30.0,0.0,3.058374619483948
620.0,-30.0,0.0,3.042797064781189
621.0,-4.0,1.0,3.0185906052589417
622.0,-30.0,0.0,2.9450090289115907
623.0,-30.0,0.0,3.055086362361908
624.0,10.0,1.0,3.1069132804870607
625.0,-30.0,0.0,3.105594718456268
626.0,-30.0,0.0,3.0459720492362976
627.0,-30.0,0.0,3.035649359226227
628.0,-30.0,0.0,2.973794561624527
629.0,-11.0,0.0,3.050821989774704
630.0,7.0,1.0,3.002210998535156
631.0,-30.0,0.0,2.8554365158081056
632.0,9.0,1.0,2.7503236055374147
633.0,-11.0,0.0,2.681453788280487
634.0,-30.0,0.0,2.704028010368347
635.0,-30.0,0.0,2.8499815702438354
636.0,-30.0,0.0,2.75529682636261
637.0,1.0,1.0,2.7731528878211975
638.0,-30.0,0.0,2.7659913897514343
639.0,10.0,1.0,2.7730512857437133
640.0,-30.0,0.0,2.7372838258743286
641.0,-30.0,0.0,2.7184797286987306
642.0,-30.0,0.0,2.7900274276733397
643.0,10.0,1.0,2.724437654018402
644.0,-30.0,0.0,2.775912868976593
645.0,-30.0,0.0,2.694063055515289
646.0,-30.0,0.0,2.762381601333618
647.0,7.0,1.0,2.595407998561859
648.0,7.0,1.0,2.640277498960495
649.0,9.0,1.0,2.5852002561092378
650.0,10.0,1.0,2.613161873817444
651.0,-30.0,0.0,2.745339560508728
652.0,-30.0,0.0,2.8627825498580934
653.0,-30.0,0.0,2.911320960521698
654.0,9.0,1.0,2.9175218820571898
655.0,-30.0,0.0,2.8256351828575133
656.0,-30.0,0.0,2.9832587838172913
657.0,-30.0,0.0,3.0199895977973936
658.0,-30.0,0.0,3.1783678770065307
659.0,-39.0,0.0,3.2973005771636963
660.0,-30.0,0.0,3.291540598869324
661.0,8.0,1.0,3.3704566597938537
