episode,beta,episode_reward,avg_loss,win,replay_size,global_step
1.0,0.4003333333333334,-15.0,0.0,0.0,6.0,6.0
2.0,0.40066666666666667,5.0,0.0,1.0,12.0,12.0
3.0,0.401,-35.0,0.0,0.0,45.0,47.0
4.0,0.4013333333333334,-11.0,0.0,0.0,49.0,49.0
5.0,0.40166666666666667,-35.0,3.3569001218206003,0.0,82.0,84.0
6.0,0.402,-35.0,3.5309390204293387,0.0,117.0,119.0
7.0,0.4023333333333334,-27.0,3.1688511768976846,0.0,137.0,137.0
8.0,0.4026666666666667,-10.0,2.8852379322052,0.0,138.0,138.0
9.0,0.403,-5.0,3.179255798459053,1.0,154.0,154.0
10.0,0.4033333333333334,-16.0,3.093032326017107,0.0,161.0,161.0
11.0,0.4036666666666667,-35.0,2.976010601861136,0.0,194.0,196.0
12.0,0.404,-35.0,3.071642964226859,0.0,229.0,231.0
13.0,0.4043333333333334,-35.0,3.05552396774292,0.0,264.0,266.0
14.0,0.4046666666666667,-35.0,3.0133287361689978,0.0,299.0,301.0
15.0,0.405,-35.0,3.0387011528015138,0.0,334.0,336.0
16.0,0.4053333333333334,-35.0,3.028140830993652,0.0,369.0,371.0
17.0,0.4056666666666667,-35.0,3.1472993918827603,0.0,404.0,406.0
18.0,0.406,5.0,3.2320526838302612,1.0,412.0,412.0
19.0,0.4063333333333334,-35.0,3.1195968219212125,0.0,445.0,447.0
20.0,0.4066666666666667,10.0,3.1902787685394287,1.0,448.0,448.0
21.0,0.40700000000000003,-15.0,3.3014671007792153,0.0,454.0,454.0
22.0,0.4073333333333334,-35.0,3.228880970818656,0.0,487.0,489.0
23.0,0.4076666666666667,-35.0,3.191924844469343,0.0,522.0,524.0
24.0,0.40800000000000003,-35.0,3.1073926040104456,0.0,557.0,559.0
25.0,0.4083333333333334,-11.0,3.341441512107849,0.0,561.0,561.0
26.0,0.4086666666666667,-25.0,3.1510573625564575,0.0,577.0,577.0
27.0,0.40900000000000003,-10.0,2.87583589553833,0.0,578.0,578.0
28.0,0.4093333333333333,-35.0,2.9999613353184293,0.0,611.0,613.0
29.0,0.4096666666666667,-3.0,3.0592714037214006,1.0,627.0,627.0
30.0,0.41000000000000003,-35.0,3.1828378200531007,0.0,660.0,662.0
31.0,0.4103333333333333,-35.0,3.039479078565325,0.0,695.0,697.0
32.0,0.4106666666666667,-35.0,3.370250790459769,0.0,730.0,732.0
33.0,0.41100000000000003,-35.0,3.163986996241978,0.0,765.0,767.0
34.0,0.41133333333333333,-11.0,3.3536555767059326,0.0,769.0,769.0
35.0,0.4116666666666667,10.0,2.3134078979492188,1.0,770.0,770.0
36.0,0.41200000000000003,-10.0,3.009237289428711,0.0,771.0,771.0
37.0,0.41233333333333333,-35.0,3.110900054659162,0.0,804.0,806.0
38.0,0.4126666666666667,-35.0,3.217189128058297,0.0,839.0,841.0
39.0,0.41300000000000003,-10.0,2.788717746734619,0.0,842.0,842.0
40.0,0.41333333333333333,-10.0,3.1798083782196045,0.0,843.0,843.0
41.0,0.4136666666666667,5.0,3.0178722540537515,1.0,849.0,849.0
42.0,0.41400000000000003,-35.0,3.2817275728498188,0.0,882.0,884.0
43.0,0.41433333333333333,-35.0,3.1762135505676268,0.0,917.0,919.0
44.0,0.4146666666666667,8.0,2.671292781829834,1.0,922.0,922.0
45.0,0.41500000000000004,-11.0,2.6740875244140625,0.0,924.0,924.0
