episode,epsilon,episode_reward,avg_loss,win,replay_size,global_step
29.0,0.9816333333333334,-25.0,0.47245386170430315,1.0,676.0,676.0
30.0,0.981,-33.0,0.3171730460599065,0.0,700.0,700.0
31.0,0.9803666666666667,-24.0,0.2290845472897802,1.0,735.0,735.0
32.0,0.9797333333333333,-21.0,0.21630163118243217,0.0,747.0,747.0
33.0,0.9791,-10.0,0.458676278591156,0.0,748.0,748.0
34.0,0.9784666666666667,-40.0,0.14481756491586567,0.0,788.0,788.0
35.0,0.9778333333333333,9.0,0.17087088525295258,1.0,790.0,790.0
36.0,0.9772,-40.0,0.11325848144479096,0.0,830.0,830.0
37.0,0.9765666666666667,-22.0,0.0925234451603431,0.0,843.0,843.0
38.0,0.9759333333333333,-9.0,0.082915648072958,1.0,863.0,863.0
39.0,0.9753000000000001,9.0,0.04364539869129658,1.0,865.0,865.0
40.0,0.9746666666666667,-23.0,0.05348602695656674,0.0,879.0,879.0
41.0,0.9740333333333333,-40.0,0.0355344733921811,0.0,919.0,919.0
42.0,0.9734,-5.0,0.019625016779173166,1.0,935.0,935.0
43.0,0.9727666666666667,-29.0,0.015315205324441195,0.0,955.0,955.0
44.0,0.9721333333333333,-48.0,0.013123049645517498,0.0,994.0,994.0
45.0,0.9715,-10.0,0.006539827212691307,0.0,995.0,995.0
46.0,0.9708666666666667,-28.0,0.008243312348464602,0.0,1014.0,1014.0
47.0,0.9702333333333333,-23.0,0.008036636797312115,0.0,1028.0,1028.0
48.0,0.9696,-40.0,0.005989775253692642,0.0,1068.0,1068.0
49.0,0.9689666666666666,-21.0,0.005854019313119352,0.0,1080.0,1080.0
50.0,0.9683333333333334,-44.0,0.004486772058797734,0.0,1115.0,1115.0
51.0,0.9677,-21.0,2.308565316721797,1.0,1147.0,1147.0
52.0,0.9670666666666666,-40.0,0.9093680001795292,0.0,1187.0,1187.0
53.0,0.9664333333333334,-11.0,0.7551229000091553,0.0,1189.0,1189.0
54.0,0.9658,-8.0,0.6505648713362845,1.0,1208.0,1208.0
55.0,0.9651666666666666,0.0,0.40124432878060773,1.0,1219.0,1219.0
56.0,0.9645333333333334,-40.0,0.282316661439836,0.0,1259.0,1259.0
57.0,0.9639,-45.0,0.13588201021775603,0.0,1295.0,1295.0
58.0,0.9632666666666667,6.0,0.10249489992856979,1.0,1300.0,1300.0
59.0,0.9626333333333333,1.0,0.08543244414031506,1.0,1310.0,1310.0
60.0,0.962,-40.0,0.055208331206813455,0.0,1350.0,1350.0
61.0,0.9613666666666667,-40.0,0.03528634649701416,0.0,1390.0,1390.0
62.0,0.9607333333333333,7.0,0.02340306108817458,1.0,1394.0,1394.0
63.0,0.9601,-40.0,0.02328450500499457,0.0,1434.0,1434.0
64.0,0.9594666666666667,-40.0,0.016929542692378164,0.0,1474.0,1474.0
65.0,0.9588333333333333,-40.0,0.012214545195456594,0.0,1514.0,1514.0
66.0,0.9582,-42.0,0.012640523823034582,0.0,1547.0,1547.0
67.0,0.9575666666666667,2.0,0.011350203822884295,1.0,1556.0,1556.0
68.0,0.9569333333333333,-40.0,0.02081568925641477,0.0,1596.0,1596.0
69.0,0.9563,4.0,0.013370654944862639,1.0,1603.0,1603.0
70.0,0.9556666666666667,-14.0,0.016127812173217536,1.0,1628.0,1628.0
71.0,0.9550333333333333,-40.0,0.016430581058375537,0.0,1668.0,1668.0
72.0,0.9544,-40.0,0.019822045683395118,0.0,1708.0,1708.0
73.0,0.9537666666666667,-2.0,0.012108010168258961,1.0,1721.0,1721.0
74.0,0.9531333333333334,-40.0,0.01908130100928247,0.0,1761.0,1761.0
75.0,0.9525,-40.0,0.019285318069159986,0.0,1801.0,1801.0
76.0,0.9518666666666666,-40.0,3.859902933239937,0.0,1841.0,1841.0
77.0,0.9512333333333334,-14.0,1.2893477725982665,1.0,1866.0,1866.0
78.0,0.9506,-40.0,0.7687837235629559,0.0,1906.0,1906.0
79.0,0.9499666666666666,2.0,0.5265727374288771,1.0,1915.0,1915.0
80.0,0.9493333333333334,-27.0,0.4023353084921837,1.0,1953.0,1953.0
81.0,0.9487,4.0,0.37395664198057993,1.0,1960.0,1960.0
82.0,0.9480666666666666,-4.0,0.28723281423250835,1.0,1975.0,1975.0
83.0,0.9474333333333333,-18.0,0.3160102582640118,0.0,1984.0,1984.0
84.0,0.9468,0.0,0.25921598212285474,1.0,1995.0,1995.0
85.0,0.9461666666666667,7.0,0.22934287041425705,1.0,1999.0,1999.0
86.0,0.9455333333333333,-40.0,0.1935032093897462,0.0,2000.0,2039.0
87.0,0.9449,-2.0,0.13636931203878844,1.0,2000.0,2052.0
88.0,0.9442666666666667,-40.0,0.10489558158442377,0.0,2000.0,2092.0
89.0,0.9436333333333333,-30.0,0.06355494863930203,0.0,2000.0,2113.0
90.0,0.9430000000000001,-18.0,0.05031511021984948,0.0,2000.0,2122.0
91.0,0.9423666666666667,-40.0,0.027775888587348162,0.0,2000.0,2162.0
92.0,0.9417333333333333,-40.0,0.015591678954660893,0.0,2000.0,2202.0
93.0,0.9411,4.0,0.011800657292561871,1.0,2000.0,2209.0
94.0,0.9404666666666667,5.0,0.011216256845121583,1.0,2000.0,2215.0
95.0,0.9398333333333333,-45.0,0.0104415582285987,0.0,2000.0,2251.0
96.0,0.9392,-40.0,0.009322029689792543,0.0,2000.0,2291.0
97.0,0.9385666666666667,-27.0,0.009746259104253517,0.0,2000.0,2309.0
98.0,0.9379333333333333,-3.0,0.009557283084307398,1.0,2000.0,2323.0
99.0,0.9373,-16.0,0.010023241729608603,0.0,2000.0,2330.0
100.0,0.9366666666666666,6.0,0.008046530652791262,1.0,2000.0,2335.0
101.0,0.9360333333333334,-10.0,7.748618125915527,0.0,2000.0,2336.0
102.0,0.9354,-14.0,4.706978416442871,0.0,2000.0,2341.0
103.0,0.9347666666666666,-40.0,2.445774918794632,0.0,2000.0,2381.0
104.0,0.9341333333333334,-40.0,0.9983903855085373,0.0,2000.0,2421.0
105.0,0.9335,-11.0,0.6348598071120002,1.0,2000.0,2443.0
106.0,0.9328666666666666,-25.0,0.44271111488342285,0.0,2000.0,2459.0
107.0,0.9322333333333334,-40.0,0.2853071253746748,0.0,2000.0,2499.0
108.0,0.9316,-28.0,0.18261649969377017,0.0,2000.0,2518.0
109.0,0.9309666666666667,-40.0,0.09558621570467948,0.0,2000.0,2558.0
110.0,0.9303333333333333,-19.0,0.04594491844375928,1.0,2000.0,2588.0
111.0,0.9297,7.0,0.03160053538158536,1.0,2000.0,2592.0
112.0,0.9290666666666667,-38.0,0.02746550610353207,0.0,2000.0,2621.0
113.0,0.9284333333333333,-40.0,0.017232738016173244,0.0,2000.0,2661.0
114.0,0.9278,-40.0,0.013211804092861712,0.0,2000.0,2701.0
115.0,0.9271666666666667,-19.0,0.010622583329677582,0.0,2000.0,2711.0
116.0,0.9265333333333333,-24.0,0.010578508289264781,1.0,2000.0,2746.0
117.0,0.9259,-19.0,0.012085312139242887,0.0,2000.0,2756.0
118.0,0.9252666666666667,-40.0,0.009721837425604462,0.0,2000.0,2796.0
119.0,0.9246333333333333,-23.0,0.010152450829212154,0.0,2000.0,2810.0
120.0,0.924,-19.0,0.008987900102511048,0.0,2000.0,2820.0
121.0,0.9233666666666667,-5.0,0.009407279081642628,1.0,2000.0,2836.0
122.0,0.9227333333333334,-40.0,0.009608133602887392,0.0,2000.0,2876.0
123.0,0.9221,-6.0,0.008578497998635559,1.0,2000.0,2893.0
124.0,0.9214666666666667,-25.0,0.00883392835708542,1.0,2000.0,2929.0
125.0,0.9208333333333334,0.0,0.008702909531579777,1.0,2000.0,2940.0
126.0,0.9202,-10.0,4.372878767195202,1.0,2000.0,2961.0
127.0,0.9195666666666666,-13.0,2.6506016850471497,0.0,2000.0,2965.0
128.0,0.9189333333333334,-46.0,1.4634422257139876,0.0,2000.0,3002.0
129.0,0.9183,-40.0,0.6312702514231205,0.0,2000.0,3042.0
130.0,0.9176666666666666,3.0,0.35485781729221344,1.0,2000.0,3050.0
131.0,0.9170333333333334,8.0,0.3178319036960602,1.0,2000.0,3053.0
132.0,0.9164,-7.0,0.2663813870814111,1.0,2000.0,3071.0
133.0,0.9157666666666666,-25.0,0.14994362576140297,1.0,2000.0,3107.0
134.0,0.9151333333333334,-20.0,0.09350795637477528,0.0,2000.0,3118.0
135.0,0.9145,-14.0,0.08108142167329788,0.0,2000.0,3123.0
136.0,0.9138666666666666,-40.0,0.05378989120945334,0.0,2000.0,3163.0
137.0,0.9132333333333333,-26.0,0.03291906832772143,0.0,2000.0,3180.0
138.0,0.9126,-40.0,0.022066144249401988,0.0,2000.0,3220.0
139.0,0.9119666666666667,-10.0,0.017704147845506668,0.0,2000.0,3221.0
140.0,0.9113333333333333,-14.0,0.016047977656126023,0.0,2000.0,3226.0
141.0,0.9107000000000001,-40.0,0.012878748553339392,0.0,2000.0,3266.0
142.0,0.9100666666666667,9.0,0.013073069974780083,1.0,2000.0,3268.0
143.0,0.9094333333333333,-40.0,0.01031812276924029,0.0,2000.0,3308.0
144.0,0.9088,9.0,0.007843788713216782,1.0,2000.0,3310.0
145.0,0.9081666666666667,-40.0,0.008351788375406496,0.0,2000.0,3341.0
146.0,0.9075333333333333,-23.0,0.008859082224911876,0.0,2000.0,3355.0
147.0,0.9069,-23.0,0.00871430114576859,0.0,2000.0,3369.0
148.0,0.9062666666666667,-9.0,0.007985914964228869,1.0,2000.0,3389.0
149.0,0.9056333333333333,-6.0,0.007740884608424762,1.0,2000.0,3406.0
150.0,0.905,-5.0,0.007651347608771175,1.0,2000.0,3422.0
151.0,0.9043666666666667,-40.0,2.0259109884500504,0.0,2000.0,3462.0
152.0,0.9037333333333334,-11.0,0.5945910201831297,1.0,2000.0,3484.0
153.0,0.9031,-24.0,0.3912087361017863,0.0,2000.0,3499.0
154.0,0.9024666666666666,-40.0,0.2748353160917759,0.0,2000.0,3539.0
155.0,0.9018333333333334,-40.0,0.1392760220915079,0.0,2000.0,3579.0
156.0,0.9012,-10.0,0.0899324051681019,1.0,2000.0,3600.0
157.0,0.9005666666666666,-19.0,0.06764694899320603,0.0,2000.0,3610.0
158.0,0.8999333333333334,0.0,0.06002987650307742,1.0,2000.0,3621.0
159.0,0.8993,-40.0,0.04671340938657522,0.0,2000.0,3661.0
160.0,0.8986666666666667,-6.0,0.032801358248381055,1.0,2000.0,3678.0
161.0,0.8980333333333334,-5.0,0.025614807615056634,1.0,2000.0,3694.0
162.0,0.8974,-40.0,0.0199527288088575,0.0,2000.0,3734.0
163.0,0.8967666666666667,-22.0,0.013821731885951576,1.0,2000.0,3767.0
164.0,0.8961333333333333,-40.0,0.010248230374418198,0.0,2000.0,3807.0
165.0,0.8955,-40.0,0.008715735132535618,0.0,2000.0,3838.0
166.0,0.8948666666666667,1.0,0.00849642944522202,1.0,2000.0,3848.0
167.0,0.8942333333333333,-40.0,0.00733995387563482,0.0,2000.0,3888.0
168.0,0.8936,-40.0,0.006219595449510962,0.0,2000.0,3928.0
169.0,0.8929666666666667,-40.0,0.005544597562402487,0.0,2000.0,3968.0
170.0,0.8923333333333333,-2.0,0.005087237196186414,1.0,2000.0,3981.0
171.0,0.8917,4.0,0.005386626148330314,1.0,2000.0,3988.0
172.0,0.8910666666666667,-11.0,0.004860572548667816,1.0,2000.0,4010.0
173.0,0.8904333333333333,-40.0,0.004775884683476761,0.0,2000.0,4050.0
174.0,0.8898,-11.0,0.005450383527204394,0.0,2000.0,4052.0
175.0,0.8891666666666667,-9.0,0.005265868129208684,1.0,2000.0,4072.0
176.0,0.8885333333333334,8.0,1.1364185214042664,1.0,2000.0,4075.0
177.0,0.8879,-16.0,0.6773141603916883,0.0,2000.0,4082.0
178.0,0.8872666666666666,-15.0,0.5043300787607828,0.0,2000.0,4088.0
179.0,0.8866333333333334,-4.0,0.32467016180356345,1.0,2000.0,4103.0
180.0,0.886,-40.0,0.10165036097168922,0.0,2000.0,4143.0
181.0,0.8853666666666666,-40.0,0.046222075307741764,0.0,2000.0,4183.0
182.0,0.8847333333333334,-12.0,0.023089520012338955,0.0,2000.0,4186.0
183.0,0.8841,-40.0,0.02123525191564113,0.0,2000.0,4226.0
184.0,0.8834666666666666,-5.0,0.0141087876399979,1.0,2000.0,4242.0
185.0,0.8828333333333334,-21.0,0.011982246229308657,1.0,2000.0,4274.0
186.0,0.8822,-40.0,0.007800109824165702,0.0,2000.0,4314.0
187.0,0.8815666666666667,-40.0,0.006219808477908373,0.0,2000.0,4354.0
188.0,0.8809333333333333,-40.0,0.005355736130150035,0.0,2000.0,4394.0
189.0,0.8803,-32.0,0.005031659166612055,0.0,2000.0,4417.0
190.0,0.8796666666666667,8.0,0.004433352034538984,1.0,2000.0,4420.0
191.0,0.8790333333333333,-40.0,0.004590543097583577,0.0,2000.0,4460.0
192.0,0.8784,4.0,0.004566795558535627,1.0,2000.0,4467.0
193.0,0.8777666666666667,-40.0,0.00396811263053678,0.0,2000.0,4507.0
194.0,0.8771333333333333,-40.0,0.0039578179246746005,0.0,2000.0,4547.0
195.0,0.8765000000000001,-9.0,0.004254436236806214,1.0,2000.0,4567.0
196.0,0.8758666666666667,10.0,0.004209055565297604,1.0,2000.0,4568.0
197.0,0.8752333333333333,-42.0,0.0036428629378364844,0.0,2000.0,4601.0
198.0,0.8746,-5.0,0.0038058790960349143,1.0,2000.0,4617.0
199.0,0.8739666666666667,-15.0,0.0034980059135705233,0.0,2000.0,4623.0
200.0,0.8733333333333333,-29.0,0.003793130605481565,1.0,2000.0,4663.0
201.0,0.8727,-26.0,0.007815943839138044,0.0,2000.0,4680.0
202.0,0.8720666666666667,-40.0,0.004612393141724169,0.0,2000.0,4720.0
203.0,0.8714333333333333,-16.0,0.0038150641980960413,1.0,2000.0,4747.0
204.0,0.8708,-22.0,0.003550321428161679,1.0,2000.0,4780.0
205.0,0.8701666666666666,-7.0,0.003514040533142785,1.0,2000.0,4798.0
206.0,0.8695333333333333,-18.0,0.0037387380790379313,0.0,2000.0,4807.0
207.0,0.8689,-19.0,0.0038032363867387176,0.0,2000.0,4817.0
208.0,0.8682666666666667,-46.0,0.0034051912496923594,0.0,2000.0,4854.0
209.0,0.8676333333333334,-11.0,0.003734125290066004,0.0,2000.0,4856.0
210.0,0.867,7.0,0.0035904753603972495,1.0,2000.0,4860.0
211.0,0.8663666666666667,-40.0,0.003406485199229792,0.0,2000.0,4900.0
212.0,0.8657333333333334,10.0,0.0031674911733716726,1.0,2000.0,4901.0
213.0,0.8651,-40.0,0.0036300033912993967,0.0,2000.0,4941.0
214.0,0.8644666666666667,-40.0,0.0034528795629739763,0.0,2000.0,4981.0
215.0,0.8638333333333333,-12.0,0.0033902790417651768,1.0,2000.0,5004.0
216.0,0.8632,-2.0,0.0033805575400877455,1.0,2000.0,5017.0
217.0,0.8625666666666667,-40.0,0.0035115390957798807,0.0,2000.0,5057.0
218.0,0.8619333333333333,-40.0,0.003479616594268009,0.0,2000.0,5097.0
219.0,0.8613,-7.0,0.0035843861470412877,1.0,2000.0,5115.0
220.0,0.8606666666666667,-12.0,0.003555883886292577,1.0,2000.0,5138.0
221.0,0.8600333333333333,-19.0,0.0035113247111439707,0.0,2000.0,5148.0
222.0,0.8594,-40.0,0.003531622007722035,0.0,2000.0,5188.0
223.0,0.8587666666666667,-40.0,0.003500746504869312,0.0,2000.0,5228.0
224.0,0.8581333333333333,-40.0,0.003613054443849251,0.0,2000.0,5268.0
225.0,0.8575,9.0,0.00345480942633003,1.0,2000.0,5270.0
226.0,0.8568666666666667,-15.0,0.00364126098037769,1.0,2000.0,5296.0
227.0,0.8562333333333334,9.0,0.0031361550791189075,1.0,2000.0,5298.0
228.0,0.8556,5.0,0.0034172404169415436,1.0,2000.0,5304.0
229.0,0.8549666666666667,7.0,0.004207955091260374,1.0,2000.0,5308.0
230.0,0.8543333333333334,10.0,0.002745454665273428,1.0,2000.0,5309.0
231.0,0.8537,1.0,0.003653402044437826,1.0,2000.0,5319.0
232.0,0.8530666666666666,-27.0,0.0034509093598707728,1.0,2000.0,5357.0
233.0,0.8524333333333334,-40.0,0.0034720257273875175,0.0,2000.0,5397.0
234.0,0.8518,-15.0,0.0032291322982368562,1.0,2000.0,5423.0
235.0,0.8511666666666666,-40.0,0.00325660893577151,0.0,2000.0,5463.0
236.0,0.8505333333333334,-40.0,0.0032519585569389165,0.0,2000.0,5503.0
237.0,0.8499,8.0,0.0033197028872867427,1.0,2000.0,5506.0
238.0,0.8492666666666666,-40.0,0.003411579126259312,0.0,2000.0,5546.0
239.0,0.8486333333333334,-40.0,0.003449127671774477,0.0,2000.0,5586.0
240.0,0.848,-17.0,0.0034876250844847944,1.0,2000.0,5614.0
241.0,0.8473666666666666,-8.0,0.00339975313430554,1.0,2000.0,5633.0
242.0,0.8467333333333333,-17.0,0.0031447169271164705,1.0,2000.0,5661.0
243.0,0.8461,-20.0,0.0033952889197896565,1.0,2000.0,5692.0
244.0,0.8454666666666667,-16.0,0.003264141801212515,0.0,2000.0,5699.0
245.0,0.8448333333333333,-14.0,0.00346988620236516,1.0,2000.0,5724.0
246.0,0.8442000000000001,-24.0,0.0033427469432353975,0.0,2000.0,5739.0
247.0,0.8435666666666667,-2.0,0.0034339377083457434,1.0,2000.0,5752.0
248.0,0.8429333333333333,-40.0,0.003374990791780874,0.0,2000.0,5792.0
249.0,0.8423,-40.0,0.003568782634101808,0.0,2000.0,5832.0
250.0,0.8416666666666667,9.0,0.0034557662438601255,1.0,2000.0,5834.0
251.0,0.8410333333333333,10.0,0.003499968210235238,1.0,2000.0,5835.0
252.0,0.8404,-10.0,0.00328576775445115,1.0,2000.0,5856.0
253.0,0.8397666666666667,9.0,0.004245946882292628,1.0,2000.0,5858.0
254.0,0.8391333333333333,-11.0,0.0033786284462125464,1.0,2000.0,5880.0
255.0,0.8385,-16.0,0.0032882075091557844,0.0,2000.0,5887.0
256.0,0.8378666666666666,-40.0,0.0033363507071044298,0.0,2000.0,5927.0
257.0,0.8372333333333333,7.0,0.003946776618249714,1.0,2000.0,5931.0
258.0,0.8366,1.0,0.0033479259349405766,1.0,2000.0,5941.0
259.0,0.8359666666666667,0.0,0.0033144142732701516,1.0,2000.0,5952.0
260.0,0.8353333333333334,-22.0,0.003476939509820306,1.0,2000.0,5985.0
261.0,0.8347,3.0,0.003265482053393498,1.0,2000.0,5993.0
262.0,0.8340666666666667,-4.0,0.0033316022250801324,1.0,2000.0,6008.0
263.0,0.8334333333333334,0.0,0.003178154689852487,1.0,2000.0,6019.0
264.0,0.8328,3.0,0.003319940296933055,1.0,2000.0,6027.0
265.0,0.8321666666666667,8.0,0.003544887062162161,1.0,2000.0,6030.0
266.0,0.8315333333333333,7.0,0.0034347119508311152,1.0,2000.0,6034.0
267.0,0.8309,-15.0,0.0032444874881408536,1.0,2000.0,6060.0
268.0,0.8302666666666667,4.0,0.003730031362335597,1.0,2000.0,6067.0
269.0,0.8296333333333333,9.0,0.003086378099396825,1.0,2000.0,6069.0
270.0,0.829,-16.0,0.0032766101347213544,1.0,2000.0,6096.0
271.0,0.8283666666666667,-13.0,0.0032886278446918973,1.0,2000.0,6120.0
272.0,0.8277333333333333,-23.0,0.0033655258183203198,1.0,2000.0,6154.0
273.0,0.8271,4.0,0.0032558615119861706,1.0,2000.0,6161.0
274.0,0.8264666666666667,-11.0,0.004585652146488428,0.0,2000.0,6163.0
275.0,0.8258333333333334,0.0,0.0030075684824789114,1.0,2000.0,6174.0
276.0,0.8252,-40.0,0.003434972808463499,0.0,2000.0,6214.0
277.0,0.8245666666666667,-3.0,0.0035890237195417285,1.0,2000.0,6228.0
278.0,0.8239333333333334,-2.0,0.003203705812876041,1.0,2000.0,6241.0
279.0,0.8233,8.0,0.0028662492986768484,1.0,2000.0,6244.0
280.0,0.8226666666666667,4.0,0.003667626563193543,1.0,2000.0,6251.0
281.0,0.8220333333333334,-40.0,0.003307197889080271,0.0,2000.0,6291.0
282.0,0.8214,-21.0,0.0033093289433357618,0.0,2000.0,6303.0
283.0,0.8207666666666666,1.0,0.003184021799825132,1.0,2000.0,6313.0
284.0,0.8201333333333334,3.0,0.002966610249131918,1.0,2000.0,6321.0
285.0,0.8195,-12.0,0.0035981358184168735,0.0,2000.0,6324.0
286.0,0.8188666666666666,7.0,0.0037295313086360693,1.0,2000.0,6328.0
287.0,0.8182333333333334,-4.0,0.0033251171465963126,1.0,2000.0,6343.0
288.0,0.8176,-13.0,0.003478781203739345,0.0,2000.0,6347.0
289.0,0.8169666666666666,1.0,0.0029649565694853663,1.0,2000.0,6357.0
290.0,0.8163333333333334,3.0,0.002994948998093605,1.0,2000.0,6365.0
291.0,0.8157,-18.0,0.003281719773879339,1.0,2000.0,6394.0
292.0,0.8150666666666667,-6.0,0.0034381178180303644,1.0,2000.0,6411.0
293.0,0.8144333333333333,-14.0,0.003348385626450181,1.0,2000.0,6436.0
294.0,0.8138,-1.0,0.0029809125311051807,1.0,2000.0,6448.0
295.0,0.8131666666666667,-42.0,0.0033450904584517984,0.0,2000.0,6481.0
296.0,0.8125333333333333,8.0,0.0030381014415373406,1.0,2000.0,6484.0
297.0,0.8119000000000001,-10.0,0.00317675635839502,1.0,2000.0,6505.0
298.0,0.8112666666666667,-1.0,0.003375631058588624,1.0,2000.0,6517.0
299.0,0.8106333333333333,-28.0,0.0030981541121712862,1.0,2000.0,6556.0
300.0,0.81,-40.0,0.003224306186893955,0.0,2000.0,6596.0
301.0,0.8093666666666667,-19.0,0.0033593417688583334,1.0,2000.0,6626.0
302.0,0.8087333333333333,-37.0,0.0030170746613293886,0.0,2000.0,6654.0
303.0,0.8081,-6.0,0.003432097433901885,1.0,2000.0,6671.0
304.0,0.8074666666666667,7.0,0.003440814558416605,1.0,2000.0,6675.0
305.0,0.8068333333333333,-16.0,0.003366260996295346,1.0,2000.0,6702.0
306.0,0.8062,-40.0,0.0034092723799403757,0.0,2000.0,6742.0
307.0,0.8055666666666667,0.0,0.0034342565552585506,1.0,2000.0,6753.0
308.0,0.8049333333333333,-40.0,0.0032718419621232896,0.0,2000.0,6793.0
309.0,0.8043,5.0,0.003365452284924686,1.0,2000.0,6799.0
310.0,0.8036666666666666,-8.0,0.003315974921478253,1.0,2000.0,6818.0
311.0,0.8030333333333333,10.0,0.002881400054320693,1.0,2000.0,6819.0
312.0,0.8024,-17.0,0.0034038351067075773,1.0,2000.0,6847.0
313.0,0.8017666666666667,-40.0,0.0031443020910955966,0.0,2000.0,6887.0
314.0,0.8011333333333334,-14.0,0.0031454722117632626,1.0,2000.0,6912.0
315.0,0.8005,-44.0,0.003072431024962238,0.0,2000.0,6947.0
316.0,0.7998666666666667,3.0,0.0030647004314232618,1.0,2000.0,6955.0
317.0,0.7992333333333334,-10.0,0.002905588120310789,1.0,2000.0,6976.0
318.0,0.7986,6.0,0.0031294096261262894,1.0,2000.0,6981.0
319.0,0.7979666666666667,10.0,0.002480455208569765,1.0,2000.0,6982.0
320.0,0.7973333333333333,-10.0,0.0029253053944557905,0.0,2000.0,6983.0
321.0,0.7967,-40.0,0.0031755888077896087,0.0,2000.0,7023.0
322.0,0.7960666666666667,-40.0,0.0032640304241795095,0.0,2000.0,7063.0
323.0,0.7954333333333333,8.0,0.00305696918318669,1.0,2000.0,7066.0
324.0,0.7948,-17.0,0.0029535485747536378,1.0,2000.0,7094.0
325.0,0.7941666666666667,-13.0,0.0031363517094481117,1.0,2000.0,7118.0
326.0,0.7935333333333333,-2.0,0.003196183663721268,1.0,2000.0,7131.0
327.0,0.7929,-16.0,0.003004916947921393,1.0,2000.0,7158.0
328.0,0.7922666666666667,-1.0,0.003059716041510304,1.0,2000.0,7170.0
329.0,0.7916333333333334,1.0,0.003105181991122663,1.0,2000.0,7180.0
330.0,0.791,-12.0,0.002977731617410546,1.0,2000.0,7203.0
331.0,0.7903666666666667,-26.0,0.0031619811040424816,1.0,2000.0,7240.0
332.0,0.7897333333333334,10.0,0.0021172259002923965,1.0,2000.0,7241.0
333.0,0.7891,-16.0,0.0031087149486497597,1.0,2000.0,7268.0
334.0,0.7884666666666666,10.0,0.0037259075324982405,1.0,2000.0,7269.0
335.0,0.7878333333333334,2.0,0.0032421014685597685,1.0,2000.0,7278.0
336.0,0.7872,-2.0,0.00311634882998008,1.0,2000.0,7291.0
337.0,0.7865666666666666,-34.0,0.0031057601794600488,0.0,2000.0,7316.0
338.0,0.7859333333333334,-32.0,0.003012743059788709,0.0,2000.0,7339.0
339.0,0.7853,-16.0,0.003453034275610532,0.0,2000.0,7346.0
340.0,0.7846666666666666,6.0,0.002813586825504899,1.0,2000.0,7351.0
341.0,0.7840333333333334,9.0,0.002796960063278675,1.0,2000.0,7353.0
342.0,0.7834,9.0,0.003200089791789651,1.0,2000.0,7355.0
343.0,0.7827666666666667,-10.0,0.0031095288272592284,1.0,2000.0,7376.0
344.0,0.7821333333333333,-8.0,0.0029129374429191415,1.0,2000.0,7395.0
345.0,0.7815,8.0,0.0026289296026031175,1.0,2000.0,7398.0
346.0,0.7808666666666667,-11.0,0.003076502852226523,1.0,2000.0,7420.0
347.0,0.7802333333333333,1.0,0.0030929798958823085,1.0,2000.0,7430.0
348.0,0.7796,-28.0,0.0030878715527554355,1.0,2000.0,7469.0
349.0,0.7789666666666667,8.0,0.0031293954234570265,1.0,2000.0,7472.0
350.0,0.7783333333333333,-4.0,0.0029256672753642005,1.0,2000.0,7487.0
351.0,0.7777000000000001,-21.0,0.0031632814061595127,1.0,2000.0,7519.0
352.0,0.7770666666666667,-11.0,0.0026726957876235247,0.0,2000.0,7521.0
353.0,0.7764333333333333,-15.0,0.003275115586196383,0.0,2000.0,7527.0
354.0,0.7758,-18.0,0.0029489657327789686,1.0,2000.0,7556.0
